"1"	"2"	"3"	"4"	"5"	"6"	"9"	"10"	"11"	"12"	"13"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"	"32"	"33"	"34"	"35"	"36"	"37"	"38"	"39"	"40"	"41"	"42"	"43"	"44"	"45"	"46"	"47"	"48"	"49"	"50"	"51"	"52"	"53"	"54"	"55"	"56"	"57"	"58"	"59"	"60"	"61"	"62"	"64"	"65"	"66"	"67"	"68"	"69"	"71"	"72"	"73"	"74"	"75"	"76"	"77"	"78"	"79"	"80"	"81"	"82"	"84"	"85"	"86"	"87"	"88"	"89"	"90"	"91"	"92"	"93"	"94"	"98"	"99"	"100"	"101"	"102"	"103"	"104"	"105"	"106"	"107"	"108"	"109"	"110"	"111"	"112"	"113"	"114"	"115"	"116"	"117"	"cps172"	"cps173"	"cps174"	"cps175"	"cps176"	"cps177"	"cps178"	"cps179"	"cps180"	"cps182"	"cps183"	"cps184"	"cps185"	"cps186"	"cps187"	"cps188"	"cps189"	"cps190"	"cps191"	"cps192"	"cps193"	"cps194"	"cps195"	"cps196"	"cps197"	"cps198"	"cps199"	"cps200"	"cps201"	"cps202"
"1"	0	0	0	0	0	0	0	0	0	0	0	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.827040194884287	0.827040194884287	0.827040194884287	0.448818897637795	0.448818897637795	0.374449339207048	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.897035881435257	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.551601423487544	0.551601423487544	0.551601423487544	0.551601423487544	0.641025641025641	0.641025641025641	0.732484076433121	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257
"2"	0	0	0	0	0	0	0	0	0	0	0	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.827040194884287	0.827040194884287	0.827040194884287	0.448818897637795	0.448818897637795	0.374449339207048	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.897035881435257	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.551601423487544	0.551601423487544	0.551601423487544	0.551601423487544	0.641025641025641	0.641025641025641	0.732484076433121	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257
"3"	0	0	0	0	0	0	0	0	0	0	0	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.827040194884287	0.827040194884287	0.827040194884287	0.448818897637795	0.448818897637795	0.374449339207048	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.897035881435257	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.551601423487544	0.551601423487544	0.551601423487544	0.551601423487544	0.641025641025641	0.641025641025641	0.732484076433121	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257
"4"	0	0	0	0	0	0	0	0	0	0	0	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.827040194884287	0.827040194884287	0.827040194884287	0.448818897637795	0.448818897637795	0.374449339207048	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.897035881435257	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.551601423487544	0.551601423487544	0.551601423487544	0.551601423487544	0.641025641025641	0.641025641025641	0.732484076433121	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257
"5"	0	0	0	0	0	0	0	0	0	0	0	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.827040194884287	0.827040194884287	0.827040194884287	0.448818897637795	0.448818897637795	0.374449339207048	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.897035881435257	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.551601423487544	0.551601423487544	0.551601423487544	0.551601423487544	0.641025641025641	0.641025641025641	0.732484076433121	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257
"6"	0	0	0	0	0	0	0	0	0	0	0	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.827040194884287	0.827040194884287	0.827040194884287	0.448818897637795	0.448818897637795	0.374449339207048	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.897035881435257	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.551601423487544	0.551601423487544	0.551601423487544	0.551601423487544	0.641025641025641	0.641025641025641	0.732484076433121	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257
"9"	0	0	0	0	0	0	0	0	0	0	0	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.827040194884287	0.827040194884287	0.827040194884287	0.448818897637795	0.448818897637795	0.374449339207048	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.897035881435257	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.551601423487544	0.551601423487544	0.551601423487544	0.551601423487544	0.641025641025641	0.641025641025641	0.732484076433121	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257
"10"	0	0	0	0	0	0	0	0	0	0	0	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.827040194884287	0.827040194884287	0.827040194884287	0.448818897637795	0.448818897637795	0.374449339207048	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.897035881435257	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.551601423487544	0.551601423487544	0.551601423487544	0.551601423487544	0.641025641025641	0.641025641025641	0.732484076433121	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257
"11"	0	0	0	0	0	0	0	0	0	0	0	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.734939759036145	0.827040194884287	0.827040194884287	0.827040194884287	0.448818897637795	0.448818897637795	0.374449339207048	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.897035881435257	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.551601423487544	0.551601423487544	0.551601423487544	0.551601423487544	0.641025641025641	0.641025641025641	0.732484076433121	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.641025641025641	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0.732484076433121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257	0.897035881435257
